RegionName,City,State,Metro,CountyName,SizeRank,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01
94582,San Ramon,CA,San Francisco,Contra Costa,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900,4250,4300,4300,4300,4500,4500,4495,4295,4295,4200,3995,4275
28348,Hope Mills,NC,Fayetteville,Cumberland,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1200,1172.5,1247.5,1250,1250,1262.5,1275,1300,1350,1250,1250
98006,Bellevue,WA,Seattle,King,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3400,3397.5,3400,3300,3500,3599,3300,3250,3175,3100,3100,3300
2446,Brookline,MA,Boston,Norfolk,154,,,,,,,,,,,,3300,3500,3500,3500,3600,3600,3600,3600,3600,3600,3700,3700,3700,3750,3795,3800,3800,3800,3800,3800,3700,3700,3695,3800,3800,3900,4000,4000,4100,4000,4000,3900,3800,3700,3700,3800,3950,4000,4000,4000,4000,4000,4000,4000,3950,3800,3800,4000,4100,4200,4200,4150,4100,4000,4000,4000,3950,3900,3850,3800,4000,4450,4450,4200,4200,4200,4100,4100,4200,4100,4100,4462.5,4700,4500
89149,Las Vegas,NV,Las Vegas,Clark,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472.5,1445,1575,1760,1572.5,1650,1780,1600,1600,1497.5,1462.5,1500,1497.5
23503,Norfolk,VA,Virginia Beach,Norfolk City,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1397.5,1247.5,1400,1412.5,1475,1467.5,1495,1350,1400,1375,1400,1400
89139,Las Vegas,NV,Las Vegas,Clark,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1519.5,1600,1537.5,1595,1600,1695,1600,1600,1675,1650,1650,1750
92591,Temecula,CA,Riverside,Riverside,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2155,2180,2200,2195,2300,2300,2300,2225,2200,2200,2197.5,2200
33029,Pembroke Pines,FL,Miami-Fort Lauderdale,Broward,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2690,2622,2615,2630,2690,2600,2650,2600,2625,2600,2650,2640,2700
94531,Antioch,CA,San Francisco,Contra Costa,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2300,2300,2300,2350,2150,2300,2300,2465,2400,2300,2387.5,2400,2400
77073,Houston,TX,Houston,Harris,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1400,1395,1425,1425,1425,1450,1445,1450,1440,1440,1425,1425,1450
89178,Las Vegas,NV,Las Vegas,Clark,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1495,1595,1595,1550,1597.5,1595,1600,1625,1595,1650,1672.5,1595
89183,Las Vegas,NV,Las Vegas,Clark,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1450,1475,1650,1500,1525,1512.5,1512.5,1495,1495,1495,1537.5
32065,Orange Park,FL,Jacksonville,Clay,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575,1500,1575,1595,1625,1682.5,1625,1572,1605,1625,1600,1597.5,1595
73012,Edmond,OK,Oklahoma City,Oklahoma,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745,1645,1645,1745,1862.5,1795,1645,1497.5,1500,1650,1650,1750
32092,Saint Augustine,FL,Jacksonville,Saint Johns,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1797.5,1775,1797.5,1862.5,1875,1895,1917.5,1897.5,1895,1825,1847.5,1895,1875
91789,Walnut,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,3000,2875,2999,3000,2990,3050,3040,3200,3100,3100,2989.5
2118,Boston,MA,Boston,Suffolk,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5250,5200,5250,5200,5250,5000,5000,5000,5000,5000,5000,5000,5500
2840,Newport,RI,Providence,Newport,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2300,2267.5,2350,2400,2450,2500,2700,2725,2600,2600,2400,2600,2400,2400,2400,2450,2600,2600
75033,Frisco,TX,Dallas-Fort Worth,Collin,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2250,2500,2550,2500,2475,2400,2395,2372.5,2250,2300,2400
33594,Valrico,FL,Tampa,Hillsborough,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599,1609,1687,1699,1760,1850,1750,1682.5,1630,1650,1675,1590,1589.5
77389,The Woodlands,TX,Houston,Montgomery,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2475,2500,2690,2500,2472.5,2625,2500,2500,2500,2500,2500,2500,2525,2500,2600,2600,2575,2500,2500,2437.5,2400,2450,2397.5,2400,2400,2500,2500,2400,2600,2450,2400,2370,2400,2300,2310,2200,2325,2350,2365,2300,2300,2250,2200,2200,2400,2500,2445
2125,Boston,MA,Boston,Suffolk,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350,2700,2800,2900,2900,2800,3000,2800,2750,2650,2500,2400,2600,3000,3000,3100,3200,3200,3200,3100,3100,3000,2850,2850,2900,2850
33076,Coral Springs,FL,Miami-Fort Lauderdale,Broward,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3072.5,2800,2797.5,2800,2825,3007.5,2987.5,2950,3200,3250,3350,3400,2950,2950
11937,East Hampton,NY,New York,Suffolk,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44500,45000,40000,40000,38500,39000,36000,35000,36750,38000,35000,35000,35000
89081,North Las Vegas,NV,Las Vegas,Clark,176,,,,,,,,,,,,,1225,1235,1200,1250,1272.5,1300,1250,1197,1200,1200,1195,1200,1200,1195,1200,1200,1200,1200,1245,1245,1225,1250,1275,1200,1200,1200,1250,1200,1250,1250,1200,1200,1200,1250,1250,1250,1249,1250,1250,1250,1250,1200,1225,1250,1250,1200,1225,1250,1250,1295,1292.5,1295,1250,1295,1250,1295,1250,1250,1250,1250,1295,1304.5,1350,1395,1395,1375,1375,1350,1400,1400,1397.5,1350,1350
30045,Lawrenceville,GA,Atlanta,Gwinnett,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1472,1457.5,1495,1537.5,1560,1547.5,1500,1525,1535,1545,1535,1547.5,1550
77041,Houston,TX,Houston,Harris,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2825,2825,2800,2700,2925,3050,2900,2950,2972.5,2550,2500,2650,2500
66441,Junction City,KS,Junction City,Geary,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1200,1200,1287.5,1262.5,1237.5,1200,1200,1250,1250,1225,1200
22101,Mc Lean,VA,Washington,Fairfax,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,3750,3800,3900,3800,4000,3800,3700,3500,3500,3500,3500
77493,Katy,TX,Houston,Harris,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1714.5,1725,1792.5,1800,1812.5,1800,1800,1850,1875,1850,1850,1725,1700
78260,San Antonio,TX,San Antonio,Bexar,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150,2145,2250,2300,2270,2195,2100,2100,2100,2100,2100,2100
2119,Boston,MA,Boston,Suffolk,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300,3262.5,3300,3300,3300,3250,3075,3000,2900,2900,3200,3200,3400
89141,Las Vegas,NV,Las Vegas,Clark,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1585,1591,1600,1650,1600,1672.5,1612.5,1725,1650,1600,1617.5,1600,1650
2143,Somerville,MA,Boston,Middlesex,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3250,3400,3500,3500,3400,3400,3400,3400,3400,3200,3200,3200,3200,3500,3400,3550,3600,3600,3500,3300,3350,3000,3000,3000,3000,3525,3600,3600,3800,3600,3800,3650,3200,3200,3000,3000,3450,3700,3750,3780,3800,3800,3500,3500,3800,3600,3400,3400
31324,Richmond Hill,GA,Savannah,Bryan,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1725,1750,1725,1725,1750,1700,1685,1700,1750,1775,1750
32003,Fleming Island,FL,Jacksonville,Clay,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695,1699.5,1750,1850,1850,1900,1895,1875,1850,1775,1775,1787.5,1750
2145,Somerville,MA,Boston,Middlesex,188,,,,,,,,,,,,,,,,,,,,,,,,,2400,2500,2500,2500,2500,2600,2500,2600,2600,2600,2400,2400,2450,2600,2600,2800,2800,2900,2862.5,2887.5,2850,2600,2600,2600,2600,2700,2900,2900,2875,2950,2900,2875,2800,2800,2800,2800,2900,2900,3000,3000,3200,3175,3200,3200,3187.5,2962.5,2900,2900,3100,3275,3400,3475,3475,3475,3475,3475,3300,3300,3300,3200,3400
2144,Somerville,MA,Boston,Middlesex,189,,,,,,,,,,,,,,,,3000,3200,3000,3000,3000,3000,3000,3000,3000,3000,3000,3325,3350,3300,3400,3350,3250,3200,3250,3200,3200,3200,3200,3200,3300,3200,3400,3500,3400,3200,3250,3200,3200,3200,3200,3300,3500,3600,3600,3700,3600,3400,3500,3500,3500,3400,3400,3700,3600,3750,3900,4000,3750,3400,3350,3400,3400,3500,3700,4000,4100,4000,4000,3900,3800,3600,3600,3600,3600,3700
33570,Ruskin,FL,Tampa,Hillsborough,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1480,1525,1587,1589,1550,1550,1541.5,1575,1545,1525,1542.5,1597.5
33579,Riverview,FL,Tampa,Hillsborough,191,,,,,,,,,,,,1295,1325,1350,1350,1372.5,1350,1350,1325,1350,1375,1390,1350,1412.5,1500,1475,1450,1475,1500,1550,1545,1500,1500,1495,1475,1475,1412.5,1450,1400,1400,1500,1485,1485,1495,1500,1485,1497.5,1495,1495,1475,1477.5,1507.5,1512.5,1550,1525,1550,1525,1500,1500,1495,1525,1550,1550,1537.5,1550,1550,1595,1550,1580,1550,1572,1500,1595,1597,1599.5,1625,1645,1657.5,1639,1650,1657.5,1595,1595,1600,1612.5
33596,Valrico,FL,Tampa,Hillsborough,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1847.5,1859,1885,1975,1999.5,2000,1995,1945,1945,1900,1900,1945,1887.5
79934,El Paso,TX,El Paso,El Paso,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1197,1200,1250,1275,1295,1295,1312.5,1250,1250,1235,1242.5,1225
2134,Boston,MA,Boston,Suffolk,194,,2600,2800,2800,2800,2675,2650,2650,2750,2600,2575,2775,3000,2999.5,3000,2950,2900,2800,2800,2800,2800,2800,2800,2900,3000,3000,3050,3000,3000,3000,3000,3000,3000,2995,3000,3000,3200,3200,3200,3200,3200,3200,3200,3200,3200,3000,3000,3200,3300,3400,3300,3300,3200,3200,3200,3150,3100,3000,3200,3400,3500,3500,3495,3500,3495,3400,3400,3215,3300,3200,3100,3500,3600,3600,3600,3600,3600,3500,3500,3500,3500,3200,3600,3795,3800
2140,Cambridge,MA,Boston,Middlesex,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400,4500,4600,4400,4400,4400,4250,4000,3999,3800,3999,3800,3800
33547,Riverview,FL,Tampa,Hillsborough,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.5,2200,2200,2225,2150,2109.5,2200,2100,2150,2000,1970,2097.5,2042.5
33569,Riverview,FL,Tampa,Hillsborough,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1597,1649,1670,1695,1675,1687,1667.5,1687.5,1660,1617.5,1630,1667.5
94506,Danville,CA,San Francisco,Contra Costa,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4600,4500,4300,4400,4800,4950,4750,4650,4495,4495,4400,4500,4500
33897,Davenport,FL,Lakeland,Polk,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1595,1569.5,1500,1575,1605,1650,1625,1665,1650,1600,1672.5,1700
2445,Brookline,MA,Boston,Norfolk,200,,,,,,,,,,,,,,3050,3200,3200,3200,3200,3200,3200,3150,3100,3100,3100,3148.5,3200,3250,3275,3200,3300,3400,3300,3300,3200,3200,3200,3200,3400,3400,3500,3550,3700,3800,3700,3600,3400,3347.5,3397.5,3460,3600,3600,3600,3600,3600,3500,3425,3450,3400,3400,3400,3400,3772.5,3800,3800,3800,3750,3650,3600,3650,3500,3600,3400,3800,3800,3800,3875,4000,4000,3974.5,3950,3885,3800,3800,3800,3985
78261,San Antonio,TX,San Antonio,Bexar,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2196.5,2194,2087.5,2100,2100,2100,2095,2095,2000,1972.5,1850,1837.5,1837.5
33185,Kendall West,FL,Miami-Fort Lauderdale,Miami-Dade,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2537.5,2400,2525,2500,2525,2500,2514.5,2550,2557.5,2600,2600,2590,2500,2537.5,2600,2665,2625,2612.5
23508,Norfolk,VA,Virginia Beach,Norfolk City,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787.5,1800,1900,1800,1790,1695,1695,1500,1500,1700,1598,1650
2141,Cambridge,MA,Boston,Middlesex,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,4000,4000,4000,4000,4000,4000,3600,3700,3900,4000,4000,3675
2467,Newton,MA,Boston,Middlesex,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3850,3700,3600,3800,3900,3950,4500,4450,4097.5,3825,4500,4500,4500,4350,3875
2459,Newton,MA,Boston,Middlesex,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800,4000,4400,4200,4200,4250,3800,3800,3750,3700,3997.5,3500
11963,Noyack,NY,New York,Suffolk,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000,40000,45000,40000,40000,40000,40000,40000,36000,39000,40000,37000,37000,36000
2120,Boston,MA,Boston,Suffolk,208,,,,,,,,,,,,3500,3400,3400,3400,3250,3250,3300,3300,3400,3400,3400,3400,3487.5,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3750,3800,3800,3800,3800,3900,3900,3850,3900,3800,3700,3800,3900,4000,4000,4000,4000,3900,3950,3900,3900,3700,3600,3600,3750,4000,4100,4100,4100,4000,3999.5,3900,3800,3750,3600,3525,3637.5,3995,4200,4200,4200,4100,4000,4000,3900,3800,3800,3912.5,4000,4200,4200
2458,Newton,MA,Boston,Middlesex,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3300,3500,3550,3600,3400,3400,3400,3300,3500,3350,3300,3400
2113,Boston,MA,Boston,Suffolk,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200,5200,5200,4850,4850,5200,5200,5200,5200,4950,4950,4950,5100
19127,Philadelphia,PA,Philadelphia,Philadelphia,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050,2000,1995,1900,1815,1800,1850,1800,1720,1740,1800,1997.5
11976,Water Mill,NY,New York,Suffolk,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,50000,50000,50000,49000,50000,50000,45000,43500,49500,50000,50000,50000,50000
